image_path,rx,ry,rz,tx,ty,tz
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1417.png,-84,0,1,6,-2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3532.png,-89,-7,4,-20,-2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7280.png,-83,-7,0,18,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10753.png,-83,-4,0,12,-4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34473.png,-83,1,3,-20,-2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20429.png,-82,1,3,-18,6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11919.png,-98,-1,-4,16,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8852.png,-89,7,4,4,-4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28215.png,-88,4,2,-4,4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24230.png,-94,-5,0,8,-8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10784.png,-87,-4,2,8,2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23867.png,-83,-5,-4,0,6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32984.png,-96,-7,0,4,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28668.png,-95,-4,-2,16,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26917.png,-96,-4,3,-18,-2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_460.png,-89,-8,0,-18,4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1163.png,-88,0,3,12,-8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16768.png,-89,0,4,-4,-6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7149.png,-82,8,1,-16,8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3185.png,-90,3,-4,-10,-2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23622.png,-94,3,-2,-2,4,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27158.png,-88,-4,-1,-2,4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12943.png,-91,0,0,8,8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26108.png,-89,-8,-4,-2,6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31382.png,-96,-2,2,12,-2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3954.png,-86,8,1,-20,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13612.png,-87,2,-2,2,-8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6290.png,-86,-3,0,0,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24242.png,-82,1,-3,-2,-6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18571.png,-89,-4,4,0,-2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27758.png,-93,-4,-2,18,-2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34365.png,-93,7,0,-6,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23746.png,-90,4,-2,-20,-4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7921.png,-87,7,-4,14,-2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9495.png,-92,1,2,-10,6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1096.png,-96,-6,1,4,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7352.png,-94,8,1,-14,-2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10593.png,-86,2,2,8,-6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11672.png,-97,-6,-3,2,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_979.png,-87,-2,0,-8,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1808.png,-85,-6,1,6,-2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30673.png,-83,-8,-2,-20,6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27795.png,-86,6,-4,14,-6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14292.png,-90,-6,-3,8,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24755.png,-94,-7,3,4,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15137.png,-89,-1,0,12,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20011.png,-83,-6,2,6,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26896.png,-94,2,4,0,-6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4028.png,-83,6,3,10,-4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25020.png,-85,-5,-1,-16,0,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29818.png,-82,-6,-1,-20,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22787.png,-98,-6,0,-18,-2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11599.png,-95,2,-1,18,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3120.png,-90,-8,0,-6,8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2909.png,-93,4,-3,18,-2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3149.png,-91,-5,4,16,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_258.png,-84,-2,1,-14,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18151.png,-82,3,4,-4,8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13823.png,-85,1,2,-6,4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17261.png,-84,-5,4,0,-2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26088.png,-91,-4,-3,8,6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4825.png,-94,-4,-2,18,8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27525.png,-86,3,-2,-4,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6063.png,-92,-7,-2,14,0,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1737.png,-87,7,4,12,2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_39.png,-94,3,3,-18,2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32242.png,-85,1,0,-20,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9330.png,-98,-2,4,-10,-2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30944.png,-95,5,-2,-4,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15697.png,-94,0,-1,-8,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13314.png,-85,-7,4,16,0,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19435.png,-94,6,-3,-18,-8,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8229.png,-96,-5,-1,8,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16433.png,-92,2,2,8,2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1741.png,-96,5,1,2,4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33687.png,-87,4,2,-12,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23279.png,-84,5,-2,-18,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26218.png,-98,-1,-2,10,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31603.png,-86,2,-2,-10,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6933.png,-94,5,1,10,2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_651.png,-82,0,-2,4,-8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25790.png,-98,3,1,8,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4485.png,-82,1,0,-6,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9.png,-97,6,3,2,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19613.png,-87,-3,-2,-10,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13484.png,-84,8,-1,-2,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28467.png,-93,3,3,10,-4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3255.png,-93,2,3,-6,-6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18251.png,-85,0,2,-4,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9781.png,-96,8,4,-16,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30956.png,-95,6,-3,0,0,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22151.png,-93,-4,4,18,0,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10850.png,-82,8,3,-8,-6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24482.png,-93,-4,-2,2,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27354.png,-89,0,0,-6,2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23364.png,-84,-1,3,8,0,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22613.png,-86,-2,3,2,8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25064.png,-87,-8,2,-2,0,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30010.png,-93,4,-1,6,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21038.png,-82,3,-4,10,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12525.png,-87,-2,-1,-8,-4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31016.png,-87,8,3,-16,6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12222.png,-90,7,-3,-6,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11625.png,-89,4,-2,8,-4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27568.png,-83,2,-3,-10,8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34824.png,-85,7,0,6,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29550.png,-96,2,3,6,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9593.png,-94,-7,-4,16,-6,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24070.png,-92,-8,2,-2,-2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20550.png,-95,-3,2,-18,0,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14270.png,-90,-7,3,6,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22816.png,-95,3,-4,-18,4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32498.png,-97,-4,4,-14,2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31768.png,-98,-4,-3,-10,4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23952.png,-90,4,-2,0,-8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32854.png,-93,-8,3,0,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9802.png,-96,0,-4,-4,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12583.png,-97,-7,-1,6,8,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2350.png,-85,-4,0,-4,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29397.png,-84,1,4,4,-2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3027.png,-93,-1,-2,-8,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18162.png,-95,0,1,-4,2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31284.png,-94,-6,3,2,-6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25132.png,-89,6,-2,18,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19430.png,-97,1,2,6,6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22055.png,-92,-4,0,-4,8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27016.png,-82,5,-2,-16,-2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31314.png,-96,0,-3,10,0,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14104.png,-96,2,-1,-20,8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8645.png,-92,6,3,-2,0,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32341.png,-97,0,2,-10,-8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_564.png,-91,-6,3,8,-4,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27185.png,-98,-6,1,-4,-8,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6044.png,-96,-1,-2,2,-8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4760.png,-91,-5,4,4,6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9981.png,-84,8,-3,6,2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16778.png,-93,-4,1,-18,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12640.png,-86,-3,-4,14,-4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18417.png,-82,-7,2,-4,-6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22593.png,-96,-5,1,8,0,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30045.png,-87,-5,-1,-20,6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7911.png,-96,-1,2,-2,-6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7344.png,-94,-3,-4,10,-2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18973.png,-85,-8,-1,-20,4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27025.png,-96,-8,3,6,8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30741.png,-95,-2,0,2,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26736.png,-95,-2,-1,-18,6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25463.png,-90,0,-4,8,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5665.png,-89,4,-1,12,-8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34255.png,-87,2,1,2,-2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28503.png,-85,0,-1,4,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26393.png,-98,-1,4,12,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22725.png,-88,-6,1,6,0,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29895.png,-94,-2,0,10,0,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20158.png,-83,6,-2,-20,-4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31619.png,-87,-8,4,14,-2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27550.png,-89,-3,1,-8,8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19126.png,-83,-5,1,-12,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15334.png,-94,8,-3,16,2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21872.png,-96,5,2,-10,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3917.png,-91,8,4,2,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9821.png,-84,-2,-1,-6,-6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28809.png,-83,7,3,10,-6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16203.png,-89,2,-2,8,-8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6649.png,-91,-3,-3,-20,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18662.png,-93,-1,3,-14,4,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18621.png,-84,-8,1,-18,-8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15073.png,-89,8,-2,-18,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29947.png,-98,-7,4,8,-8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26362.png,-97,2,-4,-2,8,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4458.png,-93,-7,3,-12,-2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7737.png,-98,-2,-3,12,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27590.png,-87,-8,1,10,-8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17795.png,-88,6,0,-20,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21383.png,-86,4,2,-8,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33643.png,-94,4,-3,-12,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8840.png,-86,-8,0,-4,4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3324.png,-96,3,1,-8,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33009.png,-90,5,0,4,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32863.png,-93,3,-4,-14,8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33428.png,-89,5,3,-4,-2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22581.png,-91,-2,-2,10,-8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18302.png,-97,1,-4,-12,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16951.png,-96,8,3,-2,6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33190.png,-91,2,-1,-16,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28099.png,-96,-3,-4,-4,8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15400.png,-90,-2,0,8,-8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15853.png,-91,1,-2,-4,8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11174.png,-88,3,1,-12,-4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5643.png,-91,4,1,12,-2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9923.png,-86,-2,-1,4,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13120.png,-84,-4,-3,-2,4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2178.png,-86,8,-4,-12,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10162.png,-97,5,-3,-6,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8298.png,-98,0,3,-18,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7034.png,-87,-6,0,14,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29284.png,-93,0,1,6,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9668.png,-92,-7,-2,-18,6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9658.png,-95,-7,-4,0,4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2707.png,-90,3,-3,-8,-4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26627.png,-89,8,4,-8,8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9806.png,-83,4,4,16,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9630.png,-90,4,-4,14,6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28950.png,-95,4,-2,4,-2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28978.png,-97,6,-2,-14,-6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_44.png,-90,-2,-3,6,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30277.png,-91,7,-4,12,-4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31633.png,-91,1,3,-20,6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17222.png,-82,3,-2,-18,8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6859.png,-96,-6,2,0,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5820.png,-82,-2,-4,-6,0,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12540.png,-87,-3,1,-12,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17125.png,-96,0,0,-2,-8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26022.png,-97,4,1,-8,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1074.png,-98,6,3,-8,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21972.png,-96,-4,-3,12,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14047.png,-84,2,0,-12,8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29165.png,-85,-3,-4,6,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21736.png,-93,7,1,-6,2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10079.png,-94,-4,-3,8,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22125.png,-90,-2,3,8,0,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24065.png,-85,2,-3,-20,-2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13162.png,-95,0,-4,2,6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24654.png,-83,-2,2,-10,8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25500.png,-87,5,4,16,4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_618.png,-98,-6,3,-16,-2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1767.png,-89,-1,-4,12,-2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21956.png,-82,2,-3,-6,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13221.png,-88,3,-1,-18,-6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34999.png,-95,1,1,16,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30395.png,-86,-5,-1,-6,2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15402.png,-93,3,3,-10,-4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27344.png,-83,2,2,-20,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2608.png,-85,0,2,-18,-2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5868.png,-98,3,0,0,4,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3648.png,-89,2,-3,-2,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16486.png,-88,8,-3,-8,8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4302.png,-87,6,4,2,0,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16691.png,-96,7,-1,14,6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22244.png,-96,6,-4,16,6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29761.png,-87,3,-2,8,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34646.png,-93,6,0,14,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7427.png,-91,8,-1,-12,2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22486.png,-89,0,-2,-4,-8,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10058.png,-82,-6,0,-12,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3416.png,-94,1,-1,0,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32173.png,-84,-1,-4,-8,2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24463.png,-82,-1,2,-10,-4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30148.png,-95,4,-2,-20,6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6861.png,-90,-3,4,-10,6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11122.png,-82,-2,0,10,8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1624.png,-98,6,-3,-4,-2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6627.png,-98,1,-2,16,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13233.png,-85,5,1,-10,2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19205.png,-89,-7,0,4,0,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29172.png,-84,6,0,18,-2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23451.png,-93,-2,4,18,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22323.png,-84,-4,4,0,-8,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21681.png,-83,-8,2,18,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_472.png,-92,8,4,-10,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24794.png,-97,6,2,-4,0,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6109.png,-91,1,3,-8,2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_512.png,-94,-7,0,-14,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23777.png,-85,0,4,14,2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25294.png,-83,8,-3,-10,4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33987.png,-98,1,-1,-4,4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6388.png,-82,2,-2,8,4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31084.png,-87,2,-2,14,-2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30720.png,-83,4,2,12,0,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32948.png,-82,5,4,4,-4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26935.png,-94,3,-2,-18,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5170.png,-92,5,-2,8,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6157.png,-82,7,-2,12,-6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20434.png,-95,-5,3,0,6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24713.png,-92,-1,2,8,-8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16948.png,-84,3,2,16,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30635.png,-98,-3,4,12,4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25860.png,-92,-8,1,16,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20230.png,-96,1,-2,-4,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17509.png,-82,3,-4,-12,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3270.png,-86,-2,1,16,6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4658.png,-92,6,-2,-16,-4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4926.png,-84,-3,4,6,4,-18
